,,Per 1kg steel,per 1 kg aluminum,per kg copper wire,"per kg graphite	",per kg PVDF,per kg LiPF6,Per kg EC,Per kg Polypropylene
CO2 Total,kg,3.86,3.09,3.28,5.25,2.55,13.26,0.5,2.73
,,1.54,2,3.279,5.249,2.549,13.259,0.499,2.729
,,4.69,9.27,3.281,5.251,2.551,13.261,0.501,2.731
Resources,MJ,45,49,40,92,37,188,10,80
,,22,31,39.999,91.999,36.999,187.999,9.999,79.999
,,53,150,40.001,92.001,37.001,188.001,10.001,80.001
